StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Browser check_Browser,Browser check_Version,Browser check_Operating System,Browser check_Resolution,Self_Nat_Overlap,NTIN.Q1,NTIN.Q2a,NTIN.Q2a_7_TEXT,NTIN.Q2b,NTIN.Q2b_7_TEXT,NTIN.Q3,NTIN.Q3_4_TEXT,NTIN.Q4,NTIN.Q5,NTIN.Q6,NTIN.Q7,Big five_1,Big five_2,Big five_3,Big five_4,Big five_5,Big five_6,Big five_7,Big five_8,Big five_9,Big five_10,Big five_11,Big five_12,Big five_13,Big five_14,Big five_15,Big five_16,Big five_17,Big five_18,Big five_19,Big five_20,Big five_21,Big five_22,Big five_23,Big five_24,Big five_25,Big five_26,Big five_27,Big five_28,Big five_29,Big five_30,Big five_31,Big five_32,Big five_33,Big five_34,Big five_35,Big five_36,Big five_37,Big five_38,Big five_39,Big five_40,Big five_41,Big five_42,Big five_43,Big five_44,Demo.Q1,Demo.Q2,Demo.Q3,Demo.Q3_8_TEXT,Demo.Q4,Demo.Q4_1_TEXT,Demo.Q4_2_TEXT,Demo.Q4_3_TEXT,Demo.Q4_4_TEXT,Demo.Q5,Demo.Q6,Demo.Q6_1_TEXT,Demo.Q6_2_TEXT,Demo.Q6_3_TEXT,Demo.Q6_4_TEXT,Demo.Q7,Demo.Q8,Demo.Q9,Demo.Q9_8_TEXT,Demo.Q10,Demo.Q11,Demo.Q11_4_TEXT,Demo.Q12,Demo.Q13,Demo.Q14,SC0,SC1,SC2,SC3,SC4,workerID,perfKey,browser_check,testSeq
2019-02-25 10:46:24,2019-02-25 10:46:26,0,73.201.225.74,100,2,1,2019-02-25 10:46:27,R_1EXwKqIRNsGwWNl,,,,,38.350799560546875,-75.5337982177734375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1366x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1EBVJWBNNPUFU,XXXX,small,XXXX
2019-02-25 10:46:47,2019-02-25 10:46:56,8,73.201.225.74,100,9,1,2019-02-25 10:46:56,R_1pYSEUzvMoVFKg8,,,,,38.350799560546875,-75.5337982177734375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1366x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1EBVJWBNNPUFU,XXXX,small,XXXX
2019-02-25 10:23:00,2019-02-25 10:47:00,0,73.101.14.133,100,1440,1,2019-02-25 10:47:01,R_5zLKH3SmrZfshEZ,,,,,41.274200439453125,-75.89029693603515625,anonymous,EN,Chrome,72.0.3626.109,Windows NT 6.3,1366x768,3,1,"2,4",,,,1,,3,no,none,God made,47,48,48,47,47,47,47,48,47,48,47,47,48,48,47,47,46,48,46,48,47,46,47,47,47,47,48,47,48,46,47,47,47,46,48,47,48,48,47,47,46,47,48,47,1976,1,1,,3,,,15,,3,2,,3,,,2,3,16,,12,1,,1,none,none,24,22,27,26,31,A3VF5Y2MXKJPEA,PEB2bSC1TS924707WqYYm,pass,01302
2019-02-25 10:47:42,2019-02-25 10:47:58,0,66.30.146.248,100,15,1,2019-02-25 10:47:58,R_3KoP74kITv9ktnT,,,,,41.6338958740234375,-70.9405975341796875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1600x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2MYB6MLQW0IGN,XXXX,small,XXXX
2019-02-25 10:48:51,2019-02-25 10:49:13,0,209.140.41.142,100,21,1,2019-02-25 10:49:13,R_1jIZM6IzBRbyqaL,,,,,40.6461944580078125,-73.955902099609375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1366x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3C5G8LGIAW0XL,XXXX,small,XXXX
2019-02-25 10:50:34,2019-02-25 10:50:50,0,159.118.88.60,100,15,1,2019-02-25 10:50:50,R_3KGYJ4lNAHLurjO,,,,,33.7429962158203125,-90.73090362548828125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3180VXVP8MOIH,XXXX,small,XXXX
2019-02-25 10:20:42,2019-02-25 10:52:51,0,68.14.82.25,100,1928,1,2019-02-25 10:52:52,R_1jr2boi6fCYkbTB,,,,,41.8813934326171875,-71.3560028076171875,anonymous,EN,Chrome,72.0.3623.3,CrOS x86_64 11307.0.0,1536x864,3,3,,,,,"1,2",,2,the way animals treat each others,no,nature is the universal component that we inhibit and live in,46,46,48,46,46,47,47,47,48,46,47,47,47,46,46,47,46,47,48,46,47,46,48,46,47,48,48,47,47,47,46,48,46,48,47,48,46,48,46,47,47,46,47,46,1993,1,1,,2,,0-22,,,2,2,,22,,,42,2,5,,9,1,,1,,"loved it, however am not going to lie this survey was too extensive for the low pay rate included. Really hope to see a bonus with it",26,26,27,21,25,A3HZFB2JLF3JMY,PEB2bSC1TS1456358WqYYm,pass,01301
2019-02-25 10:30:00,2019-02-25 10:55:09,0,206.128.242.9,100,1508,1,2019-02-25 10:55:09,R_3rGTinyceV6YCVH,,,,,28.933807373046875,-81.99140167236328125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1536x864,3,1,"1,2,4,5",,,,"1,3",,1,On days with bad weather,N/A,Nature are things that are natural like plants or the weather.,46,46,47,47,46,49,48,48,47,48,47,45,47,48,47,46,47,48,48,48,49,47,48,47,47,45,46,47,48,48,49,48,47,47,48,45,45,48,48,48,46,48,48,48,1993,2,1,,3,,,15,,3,3,,,25,,5,3,5,,11,1,,1,,None,12,36,24,28,34,A3JDWMS5QJHREI,PEB2bSC0TS936327WqYYm,pass,01307
2019-02-25 10:25:05,2019-02-25 10:56:46,0,174.71.7.16,100,1900,1,2019-02-25 10:56:46,R_2QGax1tmrQICeXm,,,,,41.2615966796875,-95.825103759765625,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1920x1080,7,1,"1,2,3,4,5,6",,,,"1,2",,1,"No, I can not",Nature is key to our survival.,Nature is anything outside of modern civilization,45,45,49,45,48,49,49,45,49,48,49,45,49,45,48,47,49,45,45,47,49,48,45,49,47,47,45,49,45,49,49,49,49,49,48,45,45,49,45,48,48,49,46,47,1990,2,1,,3,,,,,3,"2,3",,,,,0,2,3,,10,1,,1,All pictures loaded properly,Great survey,16,44,44,8,34,A2QUH7ZN2VHOZX,PEB2bSC2TS1091122WqYYm,pass,01303
2019-02-25 10:25:52,2019-02-25 10:57:43,0,100.2.183.109,100,1910,1,2019-02-25 10:57:44,R_3gO9ESZ0B53ZmOl,,,,,40.73150634765625,-73.43270111083984375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,5,1,"1,2,3,4,5,6",,,,1,,1,When there's a natural disaster it wouldn't be good to spend time in nature,"I think my intuitions are right, beautiful surroundings make me happy. ",I define nature as naturally occurring and untainted by mankind,48,45,48,45,48,48,49,48,49,49,48,45,49,45,49,48,49,48,45,48,48,48,48,49,49,45,45,49,45,49,48,49,48,48,45,46,45,48,45,49,45,48,48,49,1985,2,"1,4",,1,34,,,,2,1,34,,,,3,1,16,,15,1,,1,N/A,"No, I thoroughly enjoyed this study",21,43,30,9,48,A3SIVBFZ3A501B,PEB2bSC0TS947758WqYYm,pass,01308
2019-02-25 10:39:03,2019-02-25 10:59:25,0,107.145.113.42,100,1222,1,2019-02-25 10:59:26,R_1dKUeRhOC3Xe138,,,,,28.2061004638671875,-80.68499755859375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,1,3,,,,,1,,3,"I don't intuitions about nature, so I cannot have opposite effects.",Not really.,Anything that is outdoors or from the outdoors.,49,48,48,45,49,48,47,48,49,49,46,48,48,46,49,47,48,46,45,49,46,48,48,45,49,49,48,48,45,48,45,48,49,48,46,49,48,48,45,49,46,47,45,48,1983,1,1,,2,,0-36,,,3,2,,36,,,1,2,16,,12,1,,1,,At $6 / hr this HIT is grossly underpaid for the amount of effort and time required.,31,26,34,14,46,A1L3937MY09J3I,PEB2bSC2TS838378WqYYm,pass,01403
2019-02-25 10:13:24,2019-02-25 11:00:30,0,71.190.242.100,100,2826,1,2019-02-25 11:00:30,R_1MYtw5oIgpZLaeg,,,,,40.7259979248046875,-73.84799957275390625,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,5,1,"1,2,3,4,5,6",,,,1,,1,"There are certain scenes in nature that are gruesome or shocking, such as animals hunting each other, or a wildfire. These scenes might cause further stress and anxiety. ","No. ","Nature to me is anything that is not man made, and untouched by humanity. ",49,45,47,46,48,45,48,46,48,47,49,45,48,47,48,48,48,48,46,48,46,47,46,48,46,45,47,48,45,48,46,48,48,48,48,48,46,47,46,48,46,48,46,47,1995,1,3,,"1,2",18,5,,,3,1,18,,,,2,2,16,,10,1,,1,,"The study itself worked fine, however it took considerably longer than 20 minutes (it took me about ~35 minutes working at an attentive and brisk pace). Each task took at least 9 seconds and usually longer for people who are actually carefully looking at the images. With close to 100 tasks at 9 seconds minimum, this is already over 15 minutes. Adding in the instructions and survey questions towards the end, this survey will take at the very minimum 25 minutes. It would be nice if compensation could be added to match the amount of actual time taken and the estimated time changed to reflect a more upwards boundary for how long the survey may take. Personally, a rather good survey changed into feeling like my time was not compensated due to how long I spent working on this survey compared to the estimated time.  ",32,36,32,16,34,A3VA5BS033GXU0,PEB2bSC1TS1415603WqYYm,pass,01211
2019-02-25 11:03:39,2019-02-25 11:03:46,0,207.174.156.100,100,7,1,2019-02-25 11:03:46,R_1Kfluvx0PxBHNwi,,,,,38.263397216796875,-85.67299652099609375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A7YK2E0G9N9HC,XXXX,small,XXXX
2019-02-25 10:45:06,2019-02-25 11:08:36,0,173.216.27.82,100,1409,1,2019-02-25 11:08:36,R_1ONPj09HaG4SLlB,,,,,34.9456939697265625,-92.03179931640625,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,2048x1152,4,1,"1,2,3,4,5",,,,"1,3",,1,"If you visit a place that's not very nice, like a bog or something.",N/A,A place far enough from buildings and people that you can not see one for a decent amount of time.,45,46,49,47,46,49,49,47,47,48,47,46,49,47,47,46,48,47,47,48,49,48,47,48,47,45,48,49,46,47,49,48,48,48,48,45,46,47,47,47,47,48,46,47,1988,1,1,,3,,,15,,3,3,,,15,,0,2,3,,4,1,,1,N/A,N/A,11,35,35,21,30,ASUYD8BPYM85M,PEB2bSC0TS971510WqYYm,pass,01404
2019-02-25 10:28:28,2019-02-25 11:08:52,0,97.83.234.202,100,2423,1,2019-02-25 11:08:53,R_2Yh3Hp6ObRWdxfb,,,,,43.801300048828125,-91.21340179443359375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1920x1080,4,1,"1,2,3,4,5",,,,1,,1,If the weather is inclement or you find yourself in a dangerous situation it can most certainly be detrimental.,Not that I can think of at the moment.,I define nature as the world outside of man.,45,48,48,49,48,49,48,46,48,49,45,45,48,46,48,45,48,46,49,48,49,48,46,48,48,45,48,48,46,49,49,48,48,48,48,45,45,48,46,49,45,46,46,48,1992,2,1,,2,,15,,,3,3,,,3,,0,2,3,,4,1,,1,,No. Everything went fine and I enjoyed the study.,8,32,36,22,42,AA8PZKO9XGCKO,PEB2bSC0TS1708750WqYYm,pass,01306
2019-02-25 10:36:50,2019-02-25 11:09:01,0,72.187.30.164,100,1931,1,2019-02-25 11:09:01,R_1OpoxXBTL8rYuo0,,,,,28.0762939453125,-82.485198974609375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,5,1,"1,2,4,5",,,,1,,3,I can't really think of such a time.,No,"Everything that surrounds us and it is not human and was not built by human like plants, animals, scenery.",45,46,49,45,49,48,48,46,48,49,48,45,49,46,49,48,49,46,46,49,48,48,45,49,49,49,48,49,46,48,46,48,49,48,48,46,45,49,46,48,45,46,49,46,1981,1,1,,1,,,,,2,3,,,17,,2,4,19,,13,1,,1,,"I just realized I may have skipped entering the number of years I lived in a town with over 500.000 people. The answer is 21 years.
The pictures were very pleasant to look at, the attention checks were easy to spot and the progress bar was very helpful.",24,35,39,14,42,A3L8LSM7V7KX3T,PEB2bSC1TS935833WqYYm,pass,01402
2019-02-25 11:05:05,2019-02-25 11:09:22,0,108.194.200.239,100,257,1,2019-02-25 11:09:23,R_8pMhDgHI3E88IvL,,,,,29.548492431640625,-90.60870361328125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1680x1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1USR9JCAMDGM3,XXXX,small,XXXX
2019-02-25 10:31:04,2019-02-25 11:09:43,0,73.181.132.151,100,2318,1,2019-02-25 11:09:43,R_1HjfMQw1sZ7XJIo,,,,,47.894805908203125,-122.203094482421875,anonymous,EN,Firefox,65.0,Windows NT 6.3,1920x1080,6,1,"1,2,4,5",,,,1,,3,If you are lost or stuck or in some sort of danger it can obviously have an adverse effect on your mental health,no,"the physical world: plants, animals, naturally occurring landscapes as opposed to people or man-made structures",46,47,48,49,47,49,48,48,47,49,46,46,48,48,47,47,48,48,48,47,49,48,47,47,47,46,49,48,48,49,49,48,47,46,48,46,47,48,48,49,45,46,48,49,1994,1,1,,3,,,,,3,3,,,,,10,3,3,,10,1,,1,n/a,no,14,29,28,31,39,A3SWT9MJCQTORQ,PEB2bSC0TS1560633WqYYm,pass,01309
2019-02-25 10:47:39,2019-02-25 11:14:39,0,32.212.208.33,100,1619,1,2019-02-25 11:14:39,R_2c7N4vI22IPWXqH,,,,,41.85009765625,-72.46489715576171875,anonymous,EN,Firefox,65.0,Windows NT 10.0,1920x1080,7,1,"1,2,3,4,5,6",,,,1,,3,It depends of course on the weather and conditions outside. Nature can be terrible in bad conditions.,No.,Things that are growing or formed naturally over billions of years.,47,47,49,47,49,48,48,45,48,48,47,45,49,47,49,48,47,46,49,49,49,47,45,47,49,47,47,49,48,49,47,49,49,48,46,46,45,49,47,49,45,48,46,49,1986,1,1,,"3,4",,,25-33,0-25,4,3,,,25-33,,1,4,3,,7,1,,1,,,21,35,43,25,48,A2TBWLOHTZNK54,PEB2bSC0TS1099982WqYYm,pass,01405
2019-02-25 10:46:51,2019-02-25 11:15:52,0,69.36.62.234,100,1740,1,2019-02-25 11:15:52,R_1GITwERYQlvddPs,,,,,43.4268951416015625,-85.29239654541015625,anonymous,EN,Chrome,72.0.3626.109,Windows NT 6.1,1366x768,4,1,"1,2,4,5",,,,1,,3,No,No,"Outside, things we find outside",46,46,49,46,48,49,49,46,48,49,48,45,48,48,48,48,48,46,48,48,48,48,46,48,49,46,46,49,48,49,49,49,49,48,48,45,46,49,49,48,48,49,46,49,1987,2,1,,1,15,,,,3,1,31,,,,1,4,5,,12,1,,1,Everything loaded correctly. One page about half way through gave me the error to click on 4 images. I had clicked on 4 images but wouldn't let me advance until I actually clicked on 5.,No,17,40,40,25,40,A3VTOW7WLPTBRR,PEB2bSC0TS921267WqYYm,pass,01408
2019-02-25 10:50:57,2019-02-25 11:20:12,0,159.118.88.60,100,1754,1,2019-02-25 11:20:12,R_21c5BiYwcDYvXao,,,,,33.7429962158203125,-90.73090362548828125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,3,1,"1,2,3,4,5",,,,1,,1,I cannot recall a time where it would have opposite effect,none,"Nature is all about seeing the beautiful flowers, environment, watching and hearing the birds sing, watching kids out in nature playing with their dogs or just running around enjoying themselves. Nature is extremely beautiful and has a lot to offer.",48,45,49,48,48,48,48,46,48,49,47,45,49,48,48,49,49,45,49,49,48,49,45,47,48,48,46,48,48,49,48,48,49,46,49,49,46,48,49,48,48,49,45,47,1985,2,2,,4,,,,18,3,2,,14,,,3,2,7,,11,1,,1,none,,27,41,42,31,37,A3180VXVP8MOIH,PEB2bSC1TS1082639WqYYm,pass,01411
2019-02-25 10:14:16,2019-02-25 11:21:32,0,50.23.174.215,100,4035,1,2019-02-25 11:21:32,R_1eE1Y4227aSmsfm,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1707x960,6,1,"1,2,4,5,6",,,,1,,3,I was in a sailboat alone in a rough bit of water on a lake. things got pretty scary and it almost tipped a few times. I was only 12 years old. I always felt safe in my environment. and this is the only time i felt any risks.,None,"Where one sees natural surroundings that does not include human made structures. Where one experiences a natural place that may include fields trees, water, elements of the natural world.",48,45,49,49,48,48,49,49,49,48,48,48,49,45,48,45,48,47,49,48,49,49,45,48,48,46,45,49,46,48,48,48,49,47,48,48,45,49,45,49,48,49,45,48,1963,1,1,,"2,3",,5,45,,4,3,,,10,,1,3,3,,8,1,,1,None,none,20,40,39,20,37,AKJ22H1NTVIQX,PEB2bSC0TS2389466WqYYm,pass,01206
2019-02-25 10:48:07,2019-02-25 11:23:16,0,66.30.146.248,100,2108,1,2019-02-25 11:23:16,R_1Cv9NBhy8QXxr2u,,,,,41.6338958740234375,-70.9405975341796875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1600x900,3,1,"1,3,4,5",,,,1,,3,"I like to hike to relieve stress but sometimes nature's conditions make it worse, like too hot, sudden rain, etc.",I think the more time I spend in nature the better I feel,"away from people and buildings- beaches, woods where no people are",48,48,49,48,48,46,48,47,46,49,46,47,49,49,47,47,45,48,49,49,46,45,47,46,48,48,47,47,48,49,47,47,49,49,48,48,47,47,47,47,45,47,48,49,1979,2,1,,4,,,,15,4,2,,,,,2,2,16,,14,1,,1,,,28,23,31,30,41,A2MYB6MLQW0IGN,PEB2bSC0TS1391902WqYYm,pass,01407
2019-02-25 11:22:56,2019-02-25 11:23:19,0,68.129.243.14,100,22,1,2019-02-25 11:23:19,R_3GjL2wQtU6BNaxt,,,,,40.826507568359375,-73.93830108642578125,anonymous,EN,Chrome,72.0.3626.109,Macintosh,1280x800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2FARB7LA24AU8,XXXX,small,XXXX
2019-02-25 11:23:27,2019-02-25 11:23:30,8,68.129.243.14,100,3,1,2019-02-25 11:23:30,R_1FS4rG60gTQE5Oo,,,,,40.826507568359375,-73.93830108642578125,anonymous,EN,Chrome,72.0.3626.109,Macintosh,1280x800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2FARB7LA24AU8,XXXX,small,XXXX
2019-02-25 10:56:20,2019-02-25 11:24:53,0,96.238.182.3,100,1712,1,2019-02-25 11:24:53,R_1OOcc1BBklx8sOR,,,,,37.430999755859375,-77.65540313720703125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1440x900,6,1,"1,2,3,4,5,6",,,,1,,1,When it's cold or there's a lot of rain.,No,"Being outdoors in a mostly natural environment, with just a bit of human involvement like some pathways or the like at most.",47,48,48,46,49,47,49,46,47,49,47,45,48,48,48,47,49,48,48,49,47,49,46,47,48,47,46,48,47,48,49,49,48,48,47,47,45,48,48,48,46,49,46,46,1984,1,1,,4,,,,11,4,4,,,,30,0,4,5,,2,1,,1,,It was really long and repetitive. A break in the middle might have helped.,22,41,34,25,40,A1NMWUK6TZG333,PEB2bSC0TS1021362WqYYm,pass,01502
2019-02-25 11:25:22,2019-02-25 11:25:31,0,100.11.32.82,100,9,1,2019-02-25 11:25:31,R_ANgnYDk6tW43hVD,,,,,39.8643035888671875,-75.433197021484375,anonymous,EN,MSIE,11.0,Windows NT 6.1,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1MDOWPQ04PFYB,XXXX,fail,XXXX
2019-02-25 11:04:06,2019-02-25 11:26:58,0,98.212.192.193,100,1372,1,2019-02-25 11:26:59,R_1QM00UGWQCn8eEx,,,,,42.0220947265625,-88.170501708984375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 6.1,1920x1080,3,1,"1,2,4,5",,,,1,,3,I have not. Ive been a boy scout and have spent a lot of time in nature and hiking the Appalachian mountains,it just seems to be a natural plug in and refresher getting away from stale air and florescent lights.,A outdoor habitat unengineered by humans,47,46,48,46,49,49,47,47,46,48,47,48,48,48,49,47,48,49,47,48,48,47,48,47,48,47,47,47,48,48,49,47,47,47,46,48,48,47,48,48,47,48,46,46,1968,1,1,,3,,,0-50,,3,3,,,50 yrs,,2,3,16,,14,1,,1,N/A,No thoughts at this time,20,28,27,27,39,AW081A2YEZT14,PEB2bSC0TS887330WqYYm,pass,01506
2019-02-25 11:26:54,2019-02-25 11:26:59,0,108.41.104.169,100,5,1,2019-02-25 11:27:00,R_3dTaZTbQYjMn3vb,,,,,40.62860107421875,-73.93900299072265625,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,AAASQIW3J32OL,XXXX,small,XXXX
2019-02-25 10:52:20,2019-02-25 11:30:48,0,104.35.170.65,100,2308,1,2019-02-25 11:30:49,R_QlDYKBDQd6Nt4rv,,,,,34.1483001708984375,-118.0016021728515625,anonymous,EN,Firefox,65.0,Macintosh,1440x900,4,1,"1,2,4,5",,,,"1,2",,3,"No ",no," where there are trees, lakes, mountains, birds etc. Gods land",49,46,49,45,48,45,49,46,48,49,49,45,49,46,49,49,49,46,46,48,45,48,46,49,46,49,45,49,46,48,45,49,49,48,46,49,45,49,46,48,48,48,46,46,1964,2,1,,3,,,15 years,,3,2,,40,,,0,2,14,,4,1,,1,,,40,42,41,14,36,A19L8SNH73AX1Z,PEB2bSC0TS1258391WqYYm,pass,01501
2019-02-25 10:35:48,2019-02-25 11:30:56,0,71.35.26.68,100,3308,1,2019-02-25 11:30:56,R_CjhcJwlIgMIJIKR,,,,,33.3054046630859375,-111.7400970458984375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1600x900,3,1,"1,2,3,4,5,6",,,,1,,1,"When nature is cruel and harsh weather or resource wise, then it turns into a negative thing",No,"The natural state of the world, free from modern human involvement. No pollution, cities, or technology. Just the mountains, trees, and natural outdoors.",45,45,48,48,45,49,49,45,48,49,45,45,48,49,47,45,49,49,49,45,49,49,45,45,46,45,45,48,48,45,49,49,48,48,49,45,46,48,48,49,49,49,45,45,1992,1,1,,1,0-26,,,,2,1,0-26,,,,2,2,14,,6,1,,1,,I felt like the timer on each picture selection made 87 pictures take a little too long. Attention check pictures are probably enough to filter out those rushing and not paying attention. I think half of the survey was just waiting between sets.,8,44,36,31,21,A2TVJTQ4VXATE6,PEB2bSC1TS2755627WqYYm,pass,01312
2019-02-25 11:30:49,2019-02-25 11:31:02,0,64.68.225.177,100,12,1,2019-02-25 11:31:02,R_3J7YaPgMmDJFGBT,,,,,31.5121002197265625,-109.84380340576171875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1366x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3QEVFM3UD67BA,XXXX,small,XXXX
2019-02-25 11:07:21,2019-02-25 11:31:36,0,99.115.9.147,100,1455,1,2019-02-25 11:31:36,R_bOOGfzDMKfAC7aF,,,,,35.5334930419921875,-97.95909881591796875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1366x768,4,1,"1,2,3,4,5,6",,,,"1,3",,1,During storms without proper shelter.,I always feel relaxed and more at home in nature.,"A place that is free from modern conveniences and pollutants such as vehicles, electricity, etc.",48,48,48,47,48,48,47,48,46,49,47,48,48,49,48,48,47,49,49,49,47,46,48,46,48,48,48,47,49,49,48,47,47,46,47,46,48,48,48,48,45,47,49,49,1981,2,1,,3,,,,,3,3,,,,,1,3,3,,11,4,,1,0,na,24,22,24,34,44,A323RBOHUTRW53,PEB2bSC2TS952720WqYYm,pass,01508
2019-02-25 11:09:28,2019-02-25 11:34:51,0,108.194.200.239,100,1522,1,2019-02-25 11:34:52,R_1hMexMwOn4jOY8b,,,,,29.548492431640625,-90.60870361328125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1680x1050,7,1,"1,2,3,4,5,6",,,,1,,1,If it is too hot or if the weather is really bad,None,I define nature as a force that cannot be altered.,47,45,49,45,49,49,49,45,49,49,48,45,49,45,49,47,49,45,48,48,49,49,45,45,48,47,45,49,45,49,49,49,49,49,47,46,45,48,48,49,45,47,45,47,1985,2,1,,4,,,,33,3,4,,,,33,30,4,14,,12,1,,1,n/a,,18,43,44,18,44,A1USR9JCAMDGM3,PEB2bSC0TS1009081WqYYm,pass,01509
2019-02-25 11:36:39,2019-02-25 11:36:41,0,100.11.32.82,100,2,1,2019-02-25 11:36:42,R_6o5oKyfcS95nTmV,,,,,39.8643035888671875,-75.433197021484375,anonymous,EN,Firefox,65.0,Windows NT 6.1,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1MDOWPQ04PFYB,XXXX,small,XXXX
2019-02-25 11:18:10,2019-02-25 11:39:42,0,100.0.62.147,100,1292,1,2019-02-25 11:39:43,R_8CeU0UxhCNWFJyV,,,,,42.6826019287109375,-71.10900115966796875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 6.3,1920x1080,3,1,"1,2,4,5,6",,,,1,,1,"I suppose if you are caught in bad weather, or have a bad interaction with insects or wildlife, that might be a stressful/unpleasant experience.",Nothing else comes to mind.,"Parts of the world that are not ""man-made"" - so, forests, beaches. Areas that might be kept up to be clean, but are not built on or constructed.",47,47,47,49,48,48,48,48,45,49,46,45,46,49,48,47,45,48,49,49,47,46,48,45,48,45,47,46,49,49,48,49,47,45,47,45,45,45,49,49,45,49,47,48,1991,2,1,,"3,4",,,12,3,4,3,,,6,,2,4,3,,5,1,,1,,"My records indicate that this has so far taken me 21 minutes to complete; please consider increasing the pay on this task, so it is above minimum wage standards. Thank you.",17,33,20,40,44,A8VFIXE5FL8C6,PEB2bSC0TS863371WqYYm,pass,01604
